desc,gpt4
noninflammatory disorders of vagina,0.0
symptoms affecting skin,0.2
rash and other nonspecific skin eruption,0.2
disorder of skin and subcutaneous tissue nos,0.1
erythematous conditions,0.2
rosacea,0.0
lupus (localized and systemic),0.2
cutaneous lupus erythematosus,0.2
psoriasis and related disorders,0.25
psoriasis,0.25
other hypertrophic and atrophic conditions of skin,0.1
"diseases of nail, nos",0.1
disorders of sweat glands,0.0
acne,0.0
sicca syndrome,0.5
rheumatoid arthritis and other inflammatory polyarthropathies,1.0
rheumatoid arthritis,1.0
other inflammatory spondylopathies,0.2
spinal stenosis,0.2
spinal stenosis of lumbar region,0.2
spondylosis and allied disorders,0.2
spondylosis without myelopathy,0.0
intervertebral disc disorders,0.1
displacement of intervertebral disc,0.1
degeneration of intervertebral disc,0.1
peripheral enthesopathies and allied syndromes,0.5
enthesopathy,0.5
"other disorders of synovium, tendon, and bursa",0.75
other disorders of bone and cartilage,0.25
acquired foot deformities,0.5
curvature of spine,0.2
kyphoscoliosis and scoliosis,0.1
other acquired musculoskeletal deformity,0.5
osteoarthrosis,0.0
osteoarthritis; localized,0.0
"osteoarthrosis, localized, primary",0.0
symptoms and disorders of the joints,0.75
stiffness of joint,0.75
joint effusions,0.75
"osteoporosis, osteopenia and pathological fracture",0.25
osteoporosis,0.25
osteoporosis nos,0.25
osteopenia or other disorder of bone and cartilage,0.25
pain in joint,0.75
cardiac congenital anomalies,0.0
congenital deformities of feet,0.1
other and unspecified congenital anomalies,0.0
"neuralgia, neuritis, and radiculitis nos",0.1
myalgia and myositis unspecified,0.25
edema,0.25
skull and face fracture and other intercranial injury,0.0
joint/ligament sprain,0.2
"mechanical complication of unspecified genitourinary device, implant, and graft",0.0
personal history of allergy to medicinal agents,0.1
triamcinolone,0.75
celecoxib,0.75
infliximab,0.75
acetaminophen / hydrocodone,0.25
calcium carbonate/vitamin d,0.1
leucovorin calcium,0.1
cholecalciferol,0.2
ketorolac tromethamine,0.5
loratadine,0.0
diclofenac,0.75
folic acid,0.75
alendronate,0.5
hydroxychloroquine,0.75
ibuprofen,0.75
methotrexate,0.9
methylprednisolone,0.75
naproxen,0.75
duloxetine,0.25
prednisone,0.75
glucocorticoid deficiency,0.2
anemia of chronic disease,0.5
aphasia/speech disturbance,0.1
mental retardation,0.0
infantile cerebral palsy,0.0
noninfectious disorders of lymphatic channels,0.1
hypotension nos,0.0
gingival and periodontal diseases,0.2
unspecified erythematous condition,0.2
chronic ulcer of unspecified site,0.1
bursitis,0.3
synovitis and tenosynovitis,0.75
contracture of joint,0.6
digestive congenital anomalies,0.0
muscle weakness,0.35
symptoms involving nervous and musculoskeletal systems,0.5
effects radiation nos,0.1
tuberculosis,0.0
sexually transmitted infections (not hiv or hepatitis),0.0
spirochetal infection,0.1
reticulosarcoma,0.0
crystal arthropathies,0.2
immunity deficiency,0.2
deficiency of humoral immunity,0.2
abnormality of red blood cells,0.2
decreased libido,0.1
other degenerative diseases of the basal ganglia,0.0
degenerative disease of the spinal cord,0.1
other demyelinating diseases of central nervous system,0.0
disorders of conjunctiva,0.2
other disorders of eyelids,0.1
left bundle branch block,0.1
other disorders of arteries and arterioles,0.2
pneumonia due to fungus (mycoses),0.2
peritoneal or intestinal adhesions,0.0
known or suspected fetal abnormality affecting management of mother,0.0
other dyschromia,0.1
systemic lupus erythematosus,0.2
psoriatic arthropathy,0.4
sarcoidosis,0.0
"osteomyelitis, periostitis, and other infections involving bone",0.2
acute osteomyelitis,0.1
unspecified osteomyelitis,0.1
arthropathy associated with infections,0.25
pyogenic arthritis,0.2
juvenile rheumatoid arthritis,1.0
sacroiliitis nec,0.5
ankylosing spondylitis,0.2
other arthropathies,0.5
arthropathy nos,0.5
other allied disorders of spine,0.2
torticollis,0.1
disorders of sacrum,0.1
rupture of synovium,0.75
other disorders of soft tissues,0.2
acquired toe deformities,0.3
hammer toe (acquired),0.1
hallux valgus (bunion),0.2
kyphosis (acquired),0.1
"osteoarthrosis, localized, secondary",0.2
spina bifida,0.0
congenital osteodystrophies,0.1
elevated prostate specific antigen [psa],0.0
"complications of cardiac/vascular device, implant, and graft",0.1
complication of internal orthopedic device,0.35
tramadol,0.25
azathioprine,0.75
nabumetone,0.75
prednisolone,0.75
relative risk (chol/hdl) (group:relrisk),0.1
radioiodine therapy (group:radiod),0.0
varicella infection,0.0
diabetic retinopathy,0.0
phobia,0.0
nerve plexus lesions,0.1
myasthenia gravis,0.0
retinal vascular changes and abnomalities,0.2
"uveitis, noninfectious or nos",0.5
giant cell arteritis,0.5
disease of capillaries,0.1
urinary obstruction,0.1
galactorrhea,0.0
pelvic inflammatory disease (pid),0.0
noninflammatory disorders of cervix,0.0
rhesus isoimmunization in pregnancy,0.0
congenital anomalies of skin,0.0
erythema nodosum,0.5
keloid scar,0.0
systemic sclerosis,0.2
unspecified diffuse connective tissue disease,0.5
behcet's syndrome,0.2
arthropathy associated with other disorders classified elsewhere,0.5
arthropathy associated with neurological disorders,0.2
unspecified polyarthropathy or polyarthritis,0.75
schmorl's nodes,0.1
bursitis disorders,0.3
aseptic necrosis of bone,0.3
chondromalacia,0.2
osteoarthrosis nos,0.0
elevated c-reactive protein (crp),0.75
injuries to the nervous system,0.1
sulindac,0.75
tetracycline,0.0
auranofin,0.75
etanercept,1.0
chloroquine,0.75
leflunomide,1.0
valdecoxib,0.75
adalimumab,1.0
terconazole,0.0
indomethacin,0.75
ketoprofen,0.75
piroxicam,0.75
rheumatic fever / chorea,0.2
diseases of thymus gland,0.2
rickets or osteomalacia,0.0
other disorders of carbohydrate transport and metabolism,0.1
lipoprotein disorders,0.1
anterior horn cell disease,0.0
drusen (degenerative) of retina,0.0
hereditary retinal dystrophies,0.0
disorders of iris and ciliary body,0.1
acute rheumatic heart disease,0.1
other hypertrophic cardiomyopathy,0.1
ventricular fibrillation and flutter,0.0
pneumoconiosis,0.0
renal osteodystrophy,0.0
toxic erythema,0.1
dermatitis herpetiformis,0.1
pemphigus and pemphigoid,0.1
other specified diseases of hair and hair follicles,0.0
polymyositis,0.2
dermatomyositis,0.2
chronic osteomyelitis,0.1
reiter's disease,0.3
polymyalgia rheumatica,0.5
postlaminectomy syndrome,0.0
synoviopathy,0.75
laxity of ligament or hypermobility syndrome,0.2
"rheumatism, unspecified and fibrositis",0.5
osteitis deformans [paget's disease of bone],0.1
"osteoarthrosis, generalized",0.0
"osteoarthrosis involving more than one site, but not specified as generalized",0.1
ankylosis of joint,0.75
senile osteoporosis,0.1
other specified osteoporosis,0.2
other specified congenital anomalies of kidney,0.0
"congenital anomalies of upper limb, including shoulder girdle",0.1
elevated sedimentation rate,0.5
traumatic arthropathy,0.2
tofacitinib,0.9
cortisone,0.75
diflunisal,0.75
rho(d) immune globulin,0.0
flurbiprofen,0.75
aurothioglucose,0.75
tocilizumab,1.0
abatacept,0.9
anakinra,1.0
sulfasalazine,0.75
hemarthrosis,0.5
thalidomide,0.75
cleft palate,0.0
redundant prepuce and phimosis/bxo,0.0
congenital anomalies of posterior segment of eye,0.0
unspecified monoarthritis,0.5
contracture of tendon (sheath),0.25
unequal leg length (acquired),0.1
loose body in joint,0.25
articular cartilage disorder,0.5
oxaprozin,0.75
golimumab,0.9
palindromic rheumatism,0.75
"vaginal enterocele, congenital or acquired",0.0
spinal enthesopathy,0.3
toxic maculopathy of retina,0.1
tolmetin,0.75
c reactive protein,0.75
rheumatoid factor,1.0
reticulin ab,0.5
reagin ab,0.1
renin,0.1
cyclic citrullinated peptide ab,1.0
cyclic citrullinated peptide igg,1.0
erythrocyte sedimentation rate,0.5
infliximab ab,0.9
rouleaux,0.5
arthroscopy,0.5
body fluid rheumatoid factor,1.0
rheumatoid arthritis titer,1.0
rheumatoid factor titer,1.0
rh bld,0.0
rheumatoid fact serpl-acnc,1.0
cortisone serpl-mcnc,0.5
cyclosporine bld ia-mcnc,0.5
rf igg ser-acnc,0.75
cyclosporine trough bld-mcnc,0.5
rheumatoid fact snv ql la,0.9
rh,0.0
rheumatoid factor igg,1.0
chondrocalcinosis,0.2
disorders of iron metabolism,0.1
other immunological findings,0.5
develomental delays and disorders,0.0
meningitis,0.0
extrapyramidal disease and abnormal movement disorders,0.0
essential tremor,0.0
scleritis and episcleritis,0.75
extrinsic allergic alveolitis,0.1
psoriasis vulgaris,0.2
hidradenitis,0.0
hyperhidrosis,0.1
diffuse diseases of connective tissue,0.75
"disorders of muscle, ligament, and fascia",0.2
fasciitis,0.2
"derangement of joint, non-traumatic",0.5
other derangement of joint,0.5
congenital anomalies of face and neck,0.0
musculoskeletal symptoms referable to limbs,0.7
swelling of limb,0.5
pain in limb,0.5
aspirin,0.25
"cyclosporine, modified",0.75
sodium hyaluronate,0.5
certolizumab pegol,0.9
penicillamine,0.75
cyclic citrullinated peptide antibody,1.0
c-reactive protein,0.75
dorzolamide,0.0
yellow hornet ige qn,0.0
peanut (nara h) 3 ige qn,0.0
ethyl glucuronide,0.0
congenital anomalies of intestine,0.0
cholest serpl-mcnc,0.0
clotting time,0.1
trametinib,0.0
ceruloplasmin serpl-mcnc,0.1
igg clearance/albumin clearance,0.1
salmon ige qn,0.0
platelets,0.1
frequency of urination and polyuria,0.1
g vaginalis dna vag ql probe+sig amp,0.0
tissue transglutaminase igg,0.1
procedures on the urethra,0.0
other therapeutic endocrine procedures,0.1
astigmatism,0.0
alpha hydroxyalprazolam,0.0
indinavir,0.0
arsenic,0.0
vgcc-p/q bind ab ser-scnc,0.1
alpraz serpl-mcnc,0.0
late effects of cerebrovascular disease,0.0
dementia with cerebral degenerations,0.0
other physical therapy and rehabilitation,0.5
anastrozole,0.0
c burnet ph2 igg ser-acnc,0.0
hydroxyproline,0.2
beta1 glob serpl elph-mcnc,0.1
norepineph plas-mcnc,0.0
hfe gene mutations tested for,0.1
abnormal tumor markers,0.1
citrulline/creat ur-rto,0.75
ovalb ige qn,0.1
eszopiclone,0.0
c trach igg titr ser,0.0
"gastrectomy, partial and total",0.05
follitropin,0.0
congenital coagulation defects,0.0
wbc # smn,0.1
n-methylhistamine/creatinine,0.1
erythematosquamous dermatosis,0.1
base deficit,0.0
"inflammatory disease of cervix, vagina, and vulva",0.1
fine gran casts #/area urns hpf,0.0
lorazepam ur ql scn,0.0
oral aphthae,0.2
brucella sp igm,0.0
leukocyte phosphatase,0.1
glucose 1.5h p glc serpl-mcnc,0.0
glomerular filtration rate.predicted among blacks,0.0
gad65 ab ser ia-acnc,0.1
other cns infection and poliomyelitis,0.0
desoximetasone,0.5
throat pain,0.1
painful respiration,0.1
clindamycin,0.0
carbon dioxide (poc) (group:co2-poc),0.1
mononuc cells # fld manual,0.1
"creatinine, time ur (mg/dl) (group:tu-cre)",0.1
hgb o-arab mfr bld,0.0
simeprevir,0.0
human papilloma virus 16+18+31+33+35+45+51+52+56 dna,0.0
norbuprenorphine-glucuronide (group:norbup-gluc),0.0
brazil nut (bertholletia excelsa) ige,0.0
"tco2, cap, nicu (group:tco2cn)",0.0
alpha 1 antitrypsin,0.1
gas deliv source respiratory,0.0
drvvt,0.0
cyclosporine,0.75
c herbarum ige qn,0.0
open wounds of extremities,0.1
hadv ab titr ser,0.0
g6pd rbc-ccnc,0.0
coarse gran casts #/area urns hpf,0.0
other diagnostic procedures on lung and bronchus,0.1
cardiac and circulatory congenital anomalies,0.1
"protein, timed urine (mg/tv) (group:utpmgtv)",0.1
specimen vol smn,0.0
"docusate / sennosides, usp",0.0
c pneum ab titr ser,0.0
guaifenesin / pseudoephedrine,0.0
infectious and parasitic complications affecting pregnancy,0.0
coagulation factor x activity actual/normal,0.1
stress fracture,0.1
alcoholic liver damage,0.0
nontraumatic compartment syndrome,0.1
hepatitis d virus ab,0.0
hct (bg) (group:hct bg),0.1
nausea and vomiting,0.1
wbc urns ql micro,0.0
creat cl dial fld+serpl-vrate,0.1
fat emulsion,0.0
penicillium notatum ige,0.0
primidone,0.0
fiber,0.0
deprecated c trach rrna xxx ql prb,0.0
sjogrens syndrome-b extractable nuclear ab,0.5
cocksfoot (dactylis glomerata) ige,0.0
arginine,0.1
aluminum,0.0
crystals,0.2
fc epsilon ri ab,0.1
erythrocyte agglutination,0.2
dacrocytes,0.0
adenosine deaminase,0.1
coronary atherosclerosis,0.1
ascvd,0.0
disturbance of skin sensation,0.2
other specified erythematous conditions,0.2
alopecia,0.2
diseases of sebaceous glands,0.0
congenital anomalies of limbs,0.1
back pain,0.25
internal derangement of knee,0.25
sprains and strains,0.1
atopic/contact dermatitis due to other or unspecified,0.0
ascorbic acid,0.1
aluminum chloride,0.0
speech and language disorder,0.05
"other congenital anomalies of lower limb, including pelvic girdle",0.1
atherosclerosis,0.2
other alveolar and parietoalveolar pneumonopathy,0.2
seborrheic dermatitis,0.0
prurigo and lichen,0.1
other specified diffuse diseases of connective tissue,0.7
rituximab,0.75
impetigo,0.0
parapsoriasis,0.0
thioridazine,0.0
acetic acid,0.0
aluminum hydroxide,0.0
disorders of porphyrin metabolism,0.0
vascular disorders of skin,0.1
bullous dermatoses,0.1
acquired deformities of finger,0.75
roflumilast,0.0
aluminum acetate,0.1
betamethasone / calcipotriene,0.5
risedronate,0.5
acquired deformities of forearm,0.6
acecarbromal,0.0
coal tar,0.1
secukinumab,0.0
legionella pneumophila ag,0.0
ribonucleoprotein antibody,0.5
immunoglobulin a,0.2
human leukocyte antigen b27 ,0.2
bag,0.0
blood sedimentation rate,0.5
interdry ag,0.0
antirheumatics causing adverse effects in therapeutic use,0.75
sjã¶grens syndrome-related antigen a (ss-a),0.5
amorphous crystals count,0.1
drain,0.0
syringe,0.1
alirocumab,0.0
promod,0.0
amerigel,0.0
anti-ro/ss-a antibody,0.25
aam29,0.0
device,0.0
paroxysmal nocturnal hemoglobinuria,0.0
rate,0.0
reference laboratory,0.0
relative risk,0.0
rhesus factor,0.5
specimen,0.0
synovial fluid red blood cells,0.5
synovial macrophages,0.75
reticulin iga,0.1
chromatin ab,0.75
osteopathy resulting from poliomyelitis,0.0
apalutamide,0.0
retinal antigen autoantibody,0.25
vanadium,0.0
pruritus and related conditions,0.2
symptoms of the muscles,0.3
spasm of muscle,0.2
urticaria,0.1
betamethasone,0.75
other acquired deformities of limbs,0.6
hereditary and idiopathic peripheral neuropathy,0.2
"keratoderma, acquired",0.1
scar conditions and fibrosis of skin,0.1
halobetasol,0.1
interpretation (infliximab) (group:inflmb-int),0.75
panniculitis,0.2
hallux rigidus,0.1
genu valgum or varum (acquired),0.25
mycobacterium bovis tuberculin stimulated gamma interferon-control stimulated gamma interferon,0.0
kaschin-beck disease,0.2
colorectal screening test,0.0
cyclic citrullinated peptide antibody (immunoglobulin g),1.0
insulin-like growth factor-ii,0.1
synovial lining cells/100 cells,0.75
sept9 gene methylation,0.1
arthroplasty other than hip or knee,0.75
excision of skin lesion,0.1
mycobacterium tuberculosis stimulated gamma interferon esat-6 ag spot count,0.0
dermatophytosis of nail,0.1
degenerative skin conditions and other dermatoses,0.1
seborrheic keratosis,0.0
cervicalgia,0.25
sciatica,0.2
actinic keratosis,0.0
osteomyelitis,0.2
other and unspecified disc disorder,0.1
"ganglion and cyst of synovium, tendon, and bursa",0.3
muscular wasting and disuse atrophy,0.35
myocarditis,0.2
corns and callosities,0.1
cyst of bone,0.2
infliximab (group:inflixmab),0.9
changes in skin texture,0.3
abnormal granulation tissue,0.2
contracture of palmar fascia [dupuytren's disease],0.1
osteochondropathies,0.2
flat foot,0.2
alfentanil,0.0
villonodular synovitis,0.5
oxycodone and oxymorphone urine test,0.1
resource,0.0
vitamin d 25-hydroxy,0.2
"uric acid, 24-hour urine collection",0.2
meclofenamate,0.75
monoclonal spike 3,0.1
oklahoma myositis 12 interpretation,0.0
reason,0.0
hemoglobin f distribution,0.0
procedure,0.0
leukocyte clumps,0.2
calcium carbonate / cholecalciferol / vitamin k,0.2
brexpiprazole,0.0
deutetrabenazine,0.0
acetaminophen / dextromethorphan / phenylephrine,0.1
postinflammatory pulmonary fibrosis,0.2
arteritis nos,0.5
amcinonide,0.75
interpretation-colovantage (trademark),0.0
rickettsia antibody panel interpretation,0.0
typhus fever group immunoglobulin g/immunoglobulin m interpretation,0.0
lymphocytes/100 leukocytes,0.2
monocytes+macrophages/100 leukocytes,0.2
neutrophils/100 leukocytes,0.2
rickettsia spotted fever group igg,0.0
rickettsia spotted fever group igm,0.0
rickettsia typhus group igg,0.0
rickettsia typhus group igm,0.0
eosinophils/100 leukocytes,0.1
herpes simplex virus 1 dna,0.0
herpes simplex virus 2 dna,0.0
borrelia miyamotoi flab gene,0.0
upadacitinib,1.0
other diagnostic radiology and related techniques,0.5
cevimeline,0.75
loss of height,0.2
gerd,0.0
talc,0.0
relugolix,0.0
tablet,0.0
resolution,0.0
medications,0.5
tadalafil,0.0
fluid,0.1
nuclear ab,0.5
regadenoson,0.0
erythrocytes,0.1
composition,0.0
intramuscular immunoglobulin,0.5
ku ab,0.0
supply,0.0
adapt,0.0
container,0.0
mandiff,0.0
anagrelide,0.0
nucleosome ab,0.75
iga,0.2
titer,0.5
"adhesive,medical",0.0
report,0.0
critic-aid,0.0
igg/albumin,0.2
rouleaux formation assessment,0.3
smith/ribonucleoprotein antibodies,0.5
rho(d) immune globulin indicated,0.1
menopausal and postmenopausal disorders,0.1
glucosamine,0.5
activated clotting time (act),0.1
breaths,0.0
ichthyosis congenita,0.0
arthropod-borne diseases,0.1
other and unspecified disorders of the nervous system,0.1
other specified congenital anomalies of nervous system,0.0
congenital anomaly of fingers/toes,0.1
nerve root and plexus disorders,0.1
difficulty in walking,0.5
hemorrhage of fetus or newborn,0.0
congenital pigmentary anomalies of skin,0.0
other headache syndromes,0.1
"pathological, developmental or recurrent dislocation",0.25
pectus and other congenital anomalies of ribs/sternum,0.0
"effects of heat, cold and air pressure",0.2
"anomalies of endocrine glands, congenital",0.1
other upper respiratory disease,0.1
viral infection,0.1
conditions involving the integument and temperature regulation of fetus and newborn,0.0
other infectious and parasitic diseases,0.1
yellow hornet (dolichovespula arenaria) ige,0.0
peanut (arachis hypogaea) native (nara h) 3 ige,0.0
cholesterol,0.1
ceruloplasmin,0.1
salmon (salmo salar) ige,0.0
gardnerella vaginalis dna,0.0
voltage-gated calcium channel p/q type binding ab,0.1
alprazolam,0.0
coxiella burnetii phase 2 igg,0.0
beta 1 globulin,0.1
norepinephrine,0.0
citrulline/creatinine,0.7
ovalbumin ige,0.1
chlamydia trachomatis igg,0.1
leukocytes,0.25
fine granular casts,0.1
lorazepam,0.0
glucose,0.1
glutamate decarboxylase 65 ab,0.1
mononuclear cells,0.2
hemoglobin o-arab/hemoglobin.total,0.0
gas delivery source,0.0
cladosporium herbarum ige,0.0
adenovirus ab,0.0
glucose-6-phosphate dehydrogenase,0.0
coarse granular casts,0.1
specimen volume,0.0
chlamydophila pneumoniae ab,0.1
creatinine dialysis fluid clearance,0.1
act bld,0.0
rpr ser-titr,0.5
reagin ab csf ql,0.1
vdrl ser ql,0.1
vdrl csf ql,0.0
rpr ser donr ql,0.0
dacryocytes bld ql smear,0.0
reticulin iga ser ql,0.2
arginine 24h ur-srate,0.1
arginine serpl-scnc,0.1
arginine csf-scnc,0.0
adenosine deaminase fld-ccnc,0.0
procedure type,0.0
rbc agglut bld ql,0.2
crystals urns micro,0.1
crystals fld micro,0.3
crystals #/area urns hpf,0.1
fc epsilon ri ab ser ql,0.1
aluminum serpl-mcnc,0.0
aluminum 24h ur-mrate,0.0
aluminum 24h ur-scnc,0.0
chromatin ab serpl-acnc,0.75
resp rate,0.1
crp serpl-mcnc,0.75
crp titr serpl,0.75
esr bld qn,0.5
platelet aggregation ristocetin induced,0.0
ribosomal p ab,0.75
radioactive iodine.thyroid/radioactive iodine.dose,0.0
calcaneal spur; exostosis nos,0.1
apremilast,0.75
ustekinumab,0.75
glucosamine sulfate,0.5
hypothyroidism nos,0.0
"rupture of tendon, nontraumatic",0.25
keratoconjunctivitis sicca,0.7
captopril,0.0
dislocation,0.25
abnormal posture,0.3
congenital musculoskeletal deformities of spine,0.1
fever of unknown origin,0.3
chronic pericarditis,0.3
primary/intrinsic cardiomyopathies,0.1
myopathy,0.2
myoneural disorders,0.1
spinocerebellar disease,0.1
secondary thrombocytopenia,0.1
peripheral autonomic neuropathy,0.25
diseases of white blood cells,0.3
secondary/extrinsic cardiomyopathies,0.2
muscular dystrophies,0.0
coma,0.0
symptoms involving digestive system,0.2
other diseases of blood and blood-forming organs,0.1
encephalitis,0.0
pituitary hypofunction,0.0
acute pericarditis,0.3
malaise and fatigue,0.3
lack of coordination,0.2
hypoparathyroidism,0.0
other cerebral degenerations,0.0
pleurisy; pleural effusion,0.5
dementias,0.0
gangrene,0.1
"peripheral vascular disease, unspecified",0.1
"encephalitis, non-infectious",0.0
cystic fibrosis,0.0
renal failure nos,0.2
bacterial pneumonia,0.1
disorders of optic nerve and visual pathways,0.1
iatrogenic endocrine disorders,0.1
hereditary disturbances in tooth structure,0.1
complications of surgical and medical procedures,0.2
diseases of esophagus,0.1
leukemia,0.1
paralytic strabismus,0.0
helminthiases,0.0
streptococcus infection,0.1
abnormal function study of cardiovascular system,0.1
neutropenia,0.2
endocarditis,0.1
aplastic anemia,0.0
salicylic acid,0.5
polyarteritis nodosa and allied conditions,0.2
infections specific to the perinatal period,0.0
hematological disorders of newborn,0.0
pericarditis,0.5
"temporomandibular joint disorder, unspecified",0.3
muscular calcification and ossification,0.2
lyme disease,0.1
disorders of calcium/phosphorus metabolism,0.2
infective connective tissue disorders,0.5
juvenile osteochondrosis,0.1
wegener's granulomatosis,0.2
staphylococcus infections,0.2
"viremia, nos",0.0
acute pain,0.5
mycoses,0.1
anomalies of tooth position/malocclusion,0.1
fracture of unspecified part of femur,0.1
disorders of the orbit,0.1
complication due to other implant and internal device,0.1
"complication of nervous system device, implant, and graft",0.1
nonallopathic lesions nec,0.1
diseases of lips,0.0
spinal cord injury without evidence of spinal bone injury,0.0
infection of the eye,0.1
abdominal hernia,0.0
diseases and other conditions of the tongue,0.0
contusion,0.0
other congenital musculoskeletal anomalies,0.1
other specified peripheral vascular diseases,0.1
"anomalies of respiratory system, congenital",0.0
jaw disease nos,0.2
"congenital anomalies of muscle, tendon, fascia, and connective tissue",0.1
congenital anomalies of the integument,0.0
pulpitis and necrosis of tooth pulp,0.0
cachexia,0.25
femoral hernia,0.0
paralysis/spasm of vocal cords or larynx,0.1
symptoms involving respiratory system and other chest symptoms,0.2
"hemangioma and lymphangioma, any site",0.0
open wounds of head; neck; and trunk,0.0
foreign body injury,0.0
empyema and pneumothorax,0.1
disorders of diaphragm,0.1
disorders of external ear,0.0
other paralytic syndromes,0.1
labyrinthitis,0.1
other disorders of eye,0.2
"nevus, non-neoplastic",0.0
congenital anomalies of mouth/tongue,0.0
abnormal findings examination of lungs,0.1
dysphagia,0.2
"other diseases of respiratory system, not elsewhere classified",0.1
spontaneous ecchymoses,0.1
trigeminal nerve disorders [cn5],0.1
corneal edema,0.1
symptoms involving cardiovascular system,0.25
"infestation (lice, mites)",0.0
"injury, nos",0.0
otitis externa,0.0
herpes zoster with nervous system complications,0.1
congenital anomalies of skull and face bones,0.0
burns,0.0
circulatory disease nec,0.1
chronic fatigue syndrome,0.2
disorders of other cranial nerves,0.1
abdominal pain,0.1
acute pharyngitis,0.1
nonsenile cataract,0.2
tics and stuttering,0.0
benign neoplasm of eye,0.0
shock,0.1
"other diseases of respiratory system, nec",0.1
respiratory conditions of fetus and newborn,0.0
other disorders of lipoid metabolism,0.1
short stature,0.1
bacterial infection nos,0.1
other local infections of skin and subcutaneous tissue,0.1
essential hypertension,0.0
acquired absence of breast,0.0
pyogenic granuloma,0.1
heart failure nos,0.1
diseases due to other mycobacteria,0.0
smith extractable nuclear ab,0.5
sjogrens syndrome-a extractable nuclear ab,0.5
"esophagitis, gerd and related diseases",0.1
ticlopidine,0.0
caffeine / ergotamine,0.0
diflorasone,0.5
babesia microti dna,0.0
histoplasma capsulatum ag,0.0
arformoterol,0.0
phoma sp igg,0.1
cladosporium herbarum igg,0.0
trichoderma viride igg,0.0
laceyella sacchari ab ser ql id,0.0
aureobasidium pullulans igg,0.0
esomeprazole / naproxen,0.75
"coccidioides antibody, immunoglobulin g",0.1
"coccidioides antibody, immunoglobulin m",0.1
influenza a type result,0.0
lung disease due to external agents,0.1
prasterone,0.5
salsalate,0.75
herpes simplex virus 2 immunoglobulin m cerebrospinal fluid titer reflex,0.0
creatinine,0.1
morphine,0.1
ehrlichia chaffeensis dna,0.0
paregoric,0.0
personal history of diseases of blood and blood-forming organs,0.1
anaplasma phagocytophilum dna,0.0
evening primrose oil,0.2
borrelia burgdorferi dna,0.1
ziconotide,0.1
folate,0.2
calcium,0.2
certifying scientist,0.0
dna double strand ab,0.5
cholesterol in vldl,0.1
zinc acetate,0.1
calcium ascorbate / ferrous asparto glycinate / polysaccharide iron complex / succinic acid,0.0
"dentofacial anomalies, including malocclusion",0.1
other tests,0.1
ulcerative colitis (chronic),0.2
stomatitis and mucositis,0.1
toxic effect of lead and its compounds (including fumes),0.0
"diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue",0.1
congenital anomalies of stomach,0.0
upper gastrointestinal congenital anomalies,0.0
