name,desc,sap_cos,sap_LP_cos,coder_cos,coder_LP_cos,svd_cos,old_cos,old_LP_cos,new_cos,new_LP_cos,selected_by,gpt4
LOCAL|LAB:CLINICAL IMPRESSION,clinical impression,0.9748750925064088,0.9748752117156982,0.6495000720024109,0.6494998931884766,0.0229186471551656,0.2375576049089431,0.224334716796875,0.159481406211853,0.123699240386486,sap&sap_LP,0.5
LOCAL|LAB:TITER,titer,0.9745602607727052,0.9745604991912842,0.6346418857574463,0.6346417665481567,0.0215406734496355,0.1991146653890609,0.19586843252182,0.1354872733354568,0.1208544448018074,sap&sap_LP,0.0
RXNORM:310483,GENTLE CREAM,0.9745156764984132,0.9745161533355712,0.6301233172416687,0.6301233172416687,0.0024103783071041,0.2177875488996505,0.2602269649505615,0.1884213536977768,0.1047384291887283,sap&sap_LP,0.0
PheCode:290.1,dementias,0.974454402923584,0.9744548797607422,0.7908573746681213,0.7908573150634766,0.1465163826942443,0.4803285896778106,0.48960080742836,0.5055792331695557,0.4448089897632599,sap&sap_LP&coder&coder_LP,0.5
LOCAL|LAB:STRS,stressors,0.9744158983230592,0.9744158387184144,0.692129373550415,0.6921293139457703,0.0181243866682052,0.1950631588697433,0.1610272526741027,0.2665759027004242,0.1553025394678115,sap&sap_LP,0.75
LOCAL|LAB:SUPERNATENT,supernatant,0.9740150570869446,0.974014937877655,0.6232872009277344,0.6232872009277344,0.0229558460414409,0.2306451350450515,0.2236037105321884,0.1829444468021392,0.0807737782597541,sap&sap_LP,0.0
LOCAL|LAB:SPECIMEN TYPE,specimen type,0.9738189578056335,0.9738194346427916,0.6317323446273804,0.631732165813446,0.006627888418734,0.1954259276390075,0.207187220454216,0.0201711431145668,0.0873498022556305,sap&sap_LP,0.0
LOINC:66746-9,Specimen type,0.9738189578056335,0.9738194346427916,0.6317323446273804,0.631732165813446,0.036008283495903,0.1352436393499374,0.1652877777814865,0.0193348508328199,0.0548899248242378,sap&sap_LP,0.0
Other lab:1000067626,Specimen Type,0.9738189578056335,0.9738194346427916,0.6317323446273804,0.631732165813446,0.0335957817733287,0.1816665381193161,0.1772831082344055,0.0550827719271183,0.0733093321323394,sap&sap_LP,0.0
LOINC:LP129062-8,Specimen type,0.9738189578056335,0.9738194346427916,0.6317323446273804,0.631732165813446,0.036008283495903,0.1712593734264373,0.1881822198629379,0.0361250378191471,0.0287989024072885,sap&sap_LP,0.0
RXNORM:710876,BAG,0.9737673997879028,0.9737679362297058,0.5696653723716736,0.5696653127670288,0.0480811819434165,0.179949939250946,0.1745334565639495,0.1572348475456237,0.0486436039209365,sap&sap_LP,0.0
PheCode:301,personality disorders,0.9737656712532043,0.9737656116485596,0.7504715323448181,0.7504715323448181,0.5133803486824036,0.765349805355072,0.7672194838523865,0.7426046133041382,0.6932950615882874,sap&sap_LP&coder&coder_LP&svd&old&old_LP&new&new_LP,0.5
LOCAL|LAB:RELEASED BY,released by,0.9736565947532654,0.9736562967300416,0.6724883317947388,0.6724882125854492,0.0324654169380664,0.2067234367132187,0.1900883615016937,0.1883579343557357,0.1494511067867279,sap&sap_LP,0.0
PheCode:303.3,psychogenic disorder,0.9736263155937196,0.9736264944076538,0.7241557836532593,0.7241554856300354,0.1818762272596359,0.4733367264270782,0.4849795997142792,0.4537851512432098,0.4069109857082367,sap&sap_LP&coder&coder_LP,0.75
PheCode:296.22,major depressive disorder,0.973618745803833,0.9736191630363464,0.8297333717346191,0.8297336101531982,0.919199764728546,0.876325786113739,0.8785935044288635,0.8710333108901978,0.8536823391914368,sap&sap_LP&coder&coder_LP&svd&old&old_LP&new&new_LP,1.0
LOCAL|LAB:REPORT,report,0.9735867381095886,0.9735866189002992,0.6428765058517456,0.6428765654563904,0.0280562713742256,0.1955799311399459,0.2328716665506363,0.1648031175136566,0.141992300748825,sap&sap_LP,0.0
PheCode:315.3,mental retardation,0.9735814929008484,0.973581314086914,0.7490907311439514,0.7490907907485962,0.1098834946751594,0.4849856197834015,0.4834346771240234,0.5162425637245178,0.4527504742145538,sap&sap_LP&coder&coder_LP,0.2
RXNORM:258145,KIT,0.9735761880874634,0.9735766053199768,0.5686184763908386,0.5686182975769043,0.0125555889680981,0.2060306668281555,0.2145612686872482,0.1433331668376922,0.0955767259001731,sap&sap_LP,0.0
RXNORM:693590,SUPPLY,0.9735566973686218,0.9735571146011353,0.608669638633728,0.6086694002151489,0.1297741532325744,0.2676280736923218,0.2663435637950897,0.2324770092964172,0.1374296694993972,sap&sap_LP,0.0
LOINC:LP17864-7,Character,0.9733554124832152,0.9733552932739258,0.7154556512832642,0.7154555916786194,0.0347628369927406,0.2625372111797333,0.2681236863136291,0.2757775485515594,0.1943685412406921,sap&sap_LP&coder&coder_LP,0.0
LOINC:LP14541-4,Rh,0.9733442068099976,0.973344385623932,0.5813543796539307,0.5813540816307068,0.0128594795241951,0.2133490145206451,0.2572559714317322,0.199922427535057,0.1250653713941574,sap&sap_LP,0.0
RXNORM:1876597,naldemedine,0.9732611179351808,0.973261535167694,0.5914564728736877,0.5914567112922668,0.0417317301034927,0.2546061873435974,0.2339885383844375,0.182808369398117,0.1241867840290069,sap&sap_LP,0.0
RXNORM:614919,ADAPT,0.9731904864311218,0.9731907248497008,0.6968158483505249,0.6968159675598145,0.0336258076131343,0.2411296367645263,0.2317368239164352,0.2108886241912841,0.1176006197929382,sap&sap_LP,0.0
LOINC:75325-1,Symptom,0.9731554985046388,0.973155915737152,0.7078790664672852,0.7078789472579956,0.0159176792949438,0.2641626596450805,0.2192392349243164,0.1561993211507797,0.0711400136351585,sap&sap_LP&coder&coder_LP,0.0
LOCAL|LAB:SOURCE,source,0.9729854464530944,0.9729853272438048,0.6280309557914734,0.6280306577682495,0.0210875831544399,0.1761494874954223,0.1591105759143829,0.1408051401376724,0.1715607047080993,sap&sap_LP,0.0
RXNORM:90136,Cold cream,0.9728883504867554,0.9728885889053344,0.6440973281860352,0.6440973281860352,0.0504063889384269,0.2093329280614853,0.193016916513443,0.2016097158193588,0.2026237100362777,sap&sap_LP,0.0
RXNORM:1381638,PAD,0.9728614687919616,0.972862184047699,0.6143666505813599,0.6143667697906494,0.0945457443594932,0.2272642701864242,0.2306094914674759,0.1729193031787872,0.0768241211771965,sap&sap_LP,0.0
PheCode:303.1,dissociative disorder,0.9728135466575624,0.9728140234947203,0.773227870464325,0.7732279300689697,0.242218017578125,0.5469058156013489,0.5561280846595764,0.5004117488861084,0.4571691751480102,sap&sap_LP&coder&coder_LP&svd,0.5
PheCode:296.1,bipolar,0.972734034061432,0.9727334976196288,0.7610012292861938,0.7610014081001282,0.5559901595115662,0.8330217599868774,0.8300087451934814,0.8269189596176147,0.8148773908615112,sap&sap_LP&coder&coder_LP&svd&old&old_LP&new&new_LP,0.75
LOINC:LP18008-0,Composition,0.9727156758308412,0.9727157950401306,0.5927428603172302,0.5927426218986511,0.0261313244700431,0.1766898036003112,0.1916971206665039,0.2402025908231735,0.198307380080223,sap&sap_LP,0.0
LOCAL|LAB:DRAW AND HOLD,draw and hold,0.9727020263671876,0.972702145576477,0.6718904376029968,0.6718906760215759,0.0108511513099074,0.2681818306446075,0.2815912961959839,0.2070275396108627,0.1656205058097839,sap&sap_LP,0.0
PheCode:425,cardiomyopathy,0.9726611375808716,0.972661316394806,0.702264130115509,0.7022638916969299,0.0055129630491137,0.2478782683610916,0.274922102689743,0.2381405979394912,0.1657635569572448,sap&sap_LP,0.1
CCS:234,pathology,0.972589373588562,0.972589075565338,0.5926707983016968,0.5926706194877625,0.0614488013088703,0.2889209389686584,0.2890121042728424,0.2954294085502624,0.2279864102602005,sap&sap_LP,0.1
LOCAL|LAB:DIMORPHISM,dimorphism,0.9725751280784608,0.9725754857063292,0.6967493295669556,0.6967494487762451,0.0100532490760087,0.2315602749586105,0.1997596323490142,0.161033034324646,0.133978933095932,sap&sap_LP,0.0
LOINC:LP174434-3,Specimen container,0.972438633441925,0.9724389910697936,0.6094576120376587,0.6094573736190796,0.0186621975153684,0.1529950499534607,0.164142906665802,0.0732534229755401,0.0720509812235832,sap&sap_LP,0.0
LOCAL|LAB:PRODUCT CODE,product code,0.9722490310668944,0.9722493290901184,0.6396262049674988,0.6396259069442749,0.0161128807812929,0.2195034623146057,0.2192579507827758,0.1268137544393539,0.1106006652116775,sap&sap_LP,0.0
LOINC:55752-0,Clinical info,0.97222501039505,0.9722249507904052,0.6420242786407471,0.6420241594314575,0.0316110737621784,0.1946205198764801,0.21973417699337,0.1104825437068939,0.1557545065879821,sap&sap_LP,0.0
LOCAL|LAB:CONSULTANT,consultant,0.97212952375412,0.9721299409866332,0.6603495478630066,0.6603498458862305,0.0430147089064121,0.2050485014915466,0.208615094423294,0.133603498339653,0.0859422162175178,sap&sap_LP,0.0
LOINC:LP18454-6,Suberate,0.971938133239746,0.9719380140304564,0.6184078454971313,0.6184078454971313,0.0062310891225934,0.1103271320462226,0.174278438091278,0.1888794898986816,0.1140037477016449,sap&sap_LP,0.0
LOINC:LP185706-1,Laboratory comment,0.9718273878097534,0.9718276262283324,0.6496937870979309,0.6496939659118652,0.0340848788619041,0.2463719993829727,0.249440923333168,0.1195355579257011,0.1040755808353424,sap&sap_LP,0.0
LOCAL|LAB:PRODUCT IDENTIFICATION,product identification,0.9717972278594972,0.9717972278594972,0.6624219417572021,0.6624216437339783,0.0509033352136611,0.2228762358427047,0.2179771065711975,0.1620861887931823,0.1528754085302353,sap&sap_LP,0.0
RXNORM:6652,MASK,0.971771776676178,0.971771776676178,0.611478865146637,0.611478865146637,0.0487146042287349,0.1398029774427414,0.1408334225416183,0.2160816192626953,0.1729567646980285,sap&sap_LP,0.0
RXNORM:142222,Lotion,0.9717368483543396,0.97173672914505,0.6238000392913818,0.6237999796867371,-0.0144637022167444,0.2826752364635467,0.2552720010280609,0.1638972461223602,0.114915907382965,sap&sap_LP,0.0
RXNORM:3264,dexamethasone,0.9717330932617188,0.9717332124710084,0.5953801274299622,0.5953803062438965,0.0179484952241182,0.3428475558757782,0.3344452381134033,0.3226315081119537,0.23634734749794,sap&sap_LP,0.0
LOINC:LP18549-3,Dexamethasone,0.9717330932617188,0.9717332124710084,0.5953801274299622,0.5953803062438965,0.0428276509046554,0.2390187531709671,0.2612395286560058,0.2531120479106903,0.1988966315984726,sap&sap_LP,0.1
RXNORM:711445,SYRINGE,0.9717296361923218,0.9717301726341248,0.601743221282959,0.6017431616783142,0.0367508865892887,0.2537843286991119,0.2100880444049835,0.2441132664680481,0.1690918356180191,sap&sap_LP,0.0
PheCode:292,neurological disorders,0.971717119216919,0.9717167615890504,0.6824885606765747,0.682488203048706,0.1217902228236198,0.4257213473320007,0.4358377456665039,0.3969573974609375,0.3433714210987091,sap&sap_LP,0.5
LOCAL|LAB:PHENOTYPE,phenotype,0.9717036485671996,0.9717038869857788,0.6497436761856079,0.6497436761856079,0.014411836862564,0.1972799599170684,0.2231207638978958,0.2067719995975494,0.149304449558258,sap&sap_LP,0.0
LOCAL|LAB:RESOLUTION:,resolution,0.9715046286582948,0.9715049266815186,0.6990559101104736,0.6990560293197632,-0.0061358814127743,0.2223461121320724,0.2251924276351928,0.1720797270536422,0.116788238286972,sap&sap_LP,0.0
PheCode:916,contusion,0.9714179039001464,0.9714177250862122,0.6302946209907532,0.630294680595398,0.1001125797629356,0.3425086438655853,0.3392010331153869,0.2998635768890381,0.2533448338508606,sap&sap_LP,0.0
LOINC:LP36022-9,Nidus,0.971407413482666,0.971406877040863,0.6450289487838745,0.6450290679931641,0.0246775560081005,0.1772601306438446,0.185411736369133,0.2028822153806686,0.1716449856758117,sap&sap_LP,0.0
RXNORM:711274,RESOURCE,0.9714036583900452,0.9714041352272034,0.6381795406341553,0.6381792426109314,0.0301853567361831,0.1790561378002166,0.1899092048406601,0.1466370970010757,0.08017098903656,sap&sap_LP,0.0
LOINC:42216-2,Ref Lab Name,0.9713595509529114,0.9713594317436218,0.6818202137947083,0.6818201541900635,-0.0029138948302716,0.1979244202375412,0.1827066838741302,0.0982512161135673,0.1348232626914978,sap&sap_LP,0.0
PheCode:427.42,cardiac arrest,0.9713287353515624,0.971328854560852,0.6922209858894348,0.6922211050987244,0.0020467254798859,0.2845099866390228,0.3084320724010467,0.2176046669483184,0.131779208779335,sap&sap_LP,0.1
LOCAL|LAB:INTRPRETATION,interpretation,0.9713019728660583,0.9713023900985718,0.6498494744300842,0.6498494148254395,0.0054976069368422,0.3351068496704101,0.3159607946872711,0.1058468222618103,0.0912104621529579,sap&sap_LP,0.0
LOINC:LP21032-5,Interpretation,0.9713019728660583,0.9713023900985718,0.6498494744300842,0.6498494148254395,5.340316056390293e-05,0.2020919620990753,0.209809809923172,0.1478947103023529,0.1058448404073715,sap&sap_LP,0.0
LOCAL|LAB:INTERPRETATION,interpretation,0.9713019728660583,0.9713023900985718,0.6498494744300842,0.6498494148254395,0.0178243927657604,0.2617344856262207,0.2254940718412399,0.1160818338394165,0.1221922636032104,sap&sap_LP,0.0
Other lab:pack454,mode,0.9712970852851868,0.9712969064712524,0.6416499018669128,0.6416497826576233,0.0053137633949518,0.2256236672401428,0.2550785839557647,0.181922972202301,0.1067990809679031,sap,0.0
RXNORM:222030,CONNECTOR,0.9711170792579652,0.9711169004440308,0.6017065048217773,0.6017064452171326,0.012832872569561,0.2138979434967041,0.2030750960111618,0.1912544816732406,0.1267363876104354,sap,0.0
LOINC:LP19429-7,Specimen source,0.9710970520973206,0.9710970520973206,0.6494077444076538,0.6494078636169434,0.0189249962568283,0.2133790254592895,0.1954547762870788,0.0291723981499671,0.0831989049911499,sap,0.0
LOINC:31208-2,Specimen source,0.9710970520973206,0.9710970520973206,0.6494077444076538,0.6494078636169434,0.0194902122020721,0.2223250269889831,0.2074371427297592,0.0426136665046215,0.0674828439950943,sap,0.0
LOCAL|LAB:SPECIMEN SOURCE,specimen source,0.9710970520973206,0.9710970520973206,0.6494077444076538,0.6494078636169434,-0.0291829966008663,0.1837715953588485,0.2216200083494186,0.0818037614226341,0.1225212514400482,sap,0.0
RXNORM:70028,ENSURE,0.9710614681243896,0.9710621237754822,0.6004962921142578,0.6004964709281921,0.0459802187979221,0.2632991373538971,0.2582904398441314,0.2101867794990539,0.1312250345945358,sap,0.0
RXNORM:6185,labetalol,0.9709689617156982,0.970968782901764,0.5585966110229492,0.5585966110229492,0.0204162653535604,0.3145085275173187,0.3167949914932251,0.2551206946372986,0.1562564224004745,sap,0.0
LOINC:LP15033-1,Lactate dehydrogenase,0.97092205286026,0.9709218740463256,0.6234369874000549,0.6234369277954102,-0.0005963677540421,0.1687412708997726,0.1876639723777771,0.127917930483818,0.0792516320943832,sap,0.0
LOCAL|LAB:PPX,prophylaxis,0.9709123373031616,0.970912218093872,0.6303057670593262,0.6303057074546814,0.0399558246135711,0.26909339427948,0.293583869934082,0.2823696434497833,0.2316078245639801,sap,0.1
LOCAL|LAB:SCREENER,screener,0.9709066152572632,0.9709061980247498,0.6364743709564209,0.6364742517471313,0.0194603744894266,0.210683211684227,0.2432907670736313,0.1041272282600402,0.0719134360551834,sap,0.5
LOCAL|LAB:CALLED RESULTS,called results,0.970792293548584,0.9707926511764526,0.6444090008735657,0.6444087028503418,0.0279803462326526,0.2925963103771209,0.2650826275348663,0.1445891857147216,0.1371086090803146,sap,0.0
LOCAL|LAB:QUANTITATIVE COUNT,quantitative count,0.9707754254341124,0.9707751870155334,0.6424777507781982,0.6424778699874878,-7.39079259801656e-05,0.2080038785934448,0.1934531033039093,0.1999338716268539,0.1817783266305923,sap,0.1
LOCAL|LAB:CLERICAL CHECK,clerical check,0.9707717895507812,0.9707716703414916,0.6432245373725891,0.6432244181632996,0.0015073214890435,0.2393039911985397,0.1946400105953216,0.2196883410215377,0.1194477751851081,sap,0.0
PheCode:197,chemotherapy,0.9707469940185548,0.9707462191581726,0.6472697257995605,0.6472694873809814,-0.0114667201414704,0.2521379590034485,0.2361524105072021,0.2907281219959259,0.2195377498865127,sap,0.2
RXNORM:3752,edrophonium,0.9706881046295166,0.97068852186203,0.6235566735267639,0.6235564947128296,0.0542084947228431,0.3670471608638763,0.3571066856384277,0.4044140577316284,0.3170619308948517,sap,0.0
PheCode:433.3,cerebral ischemia,0.9706589579582214,0.9706591963768004,0.6654576659202576,0.6654576063156128,0.0617978423833847,0.3320450186729431,0.3525781035423279,0.2909936308860779,0.2413409948348999,sap,0.2
RXNORM:709312,DIAPER,0.9706575870513916,0.9706573486328124,0.657536506652832,0.6575364470481873,0.0876082405447959,0.2211040705442428,0.1938182711601257,0.1639648973941803,0.0880568698048591,sap,0.0
PheCode:296.2,depression,1.0,0.9999998807907104,1.0000007152557373,1.0000004768371582,0.999999701976776,1.000000238418579,0.9999989867210388,1.000000238418579,0.9999999403953552,sap&sap_LP&coder&coder_LP&svd&old&old_LP&new&new_LP,1.0
PheCode:296,mood disorders,0.9862563014030457,0.9862565994262696,0.8263021111488342,0.8263020515441895,0.9416545033454896,0.8762204647064209,0.8744263052940369,0.86081862449646,0.8492988348007202,sap&sap_LP&coder&coder_LP&svd&old&old_LP&new&new_LP,0.9
LOCAL|LAB:DEVICE,device,0.980071187019348,0.980070948600769,0.6128443479537964,0.6128444075584412,0.0115879010409116,0.2462449222803115,0.2179203629493713,0.1524189412593841,0.1133681684732437,sap&sap_LP,0.0
LOCAL|LAB:MEDS,medications,0.9794482588768004,0.9794483184814452,0.6515376567840576,0.6515375971794128,0.0371046476066112,0.2716604471206665,0.2442799657583236,0.2675051391124725,0.2256641685962677,sap&sap_LP,0.5
LOCAL|LAB:MESSAGE,message,0.978741466999054,0.9787417650222778,0.6678521037101746,0.6678523421287537,0.0222867932170629,0.217315137386322,0.220845952630043,0.1336087733507156,0.1499761193990707,sap&sap_LP,0.0
LOINC:29300-1,Procedure type,0.975009024143219,0.978598415851593,0.6440008282661438,0.6293274760246277,0.0167866144329309,0.325354665517807,0.3384375274181366,0.1823671907186508,0.1909749507904052,sap&sap_LP,0.0
LOINC:LP73191-6,Procedure,0.9785987734794616,0.978598415851593,0.6293272972106934,0.6293274760246277,0.0167866144329309,0.1798034012317657,0.229060098528862,0.132484421133995,0.1088736206293106,sap&sap_LP,0.0
LOCAL|LAB:SPECIMEN,specimen,0.97700035572052,0.9770005941390992,0.636397659778595,0.6363977789878845,0.0426023676991462,0.1963042616844177,0.2017278969287872,0.0621932633221149,0.1572663486003875,sap&sap_LP,0.0
LOCAL|LAB:REASON,reason,0.9768770933151244,0.9768765568733216,0.6619210839271545,0.6619211435317993,0.0263185370713472,0.2756681144237518,0.2764303684234619,0.189969465136528,0.1825241297483444,sap&sap_LP,0.0
RXNORM:10311,Tablet,0.9766570329666138,0.976656973361969,0.5658908486366272,0.5658907890319824,5.0847775128204376e-05,0.1871048659086227,0.2099342048168182,0.183385968208313,0.1347169429063797,sap&sap_LP,0.0
RXNORM:709653,DRAIN,0.9765620231628418,0.9765620231628418,0.6765105724334717,0.6765102744102478,0.0400831885635852,0.2198616713285446,0.232036605477333,0.1958551406860351,0.1379112005233764,sap&sap_LP,0.0
PheCode:348.7,coma,0.976442813873291,0.9764425158500672,0.7391860485076904,0.7391859292984009,-0.0040339599363505,0.3558766841888428,0.3488151729106903,0.3762767314910888,0.2986809313297272,sap&sap_LP&coder&coder_LP,0.1
LOCAL|LAB:RESULT,result,0.9761843085289,0.9761845469474792,0.620868444442749,0.6208685636520386,0.0252847615629434,0.2693149745464325,0.2671371698379516,0.1618755310773849,0.1661148071289062,sap&sap_LP,0.0
RXNORM:709699,DRESSING,0.9760940074920654,0.976093888282776,0.6414904594421387,0.6414903402328491,0.0388356819748878,0.2241499423980713,0.209318608045578,0.2504273355007171,0.1662191301584243,sap&sap_LP,0.0
LOCAL|LAB:DIAGNOSIS CODE,diagnosis code,0.9760653376579284,0.9760659337043762,0.6895699501037598,0.6895700097084045,0.0444242730736732,0.1746771186590194,0.1872187107801437,0.1060874909162521,0.0954461768269538,sap&sap_LP,0.0
RXNORM:62940,CONTAINER,0.9759275913238524,0.975927710533142,0.6022154092788696,0.6022154092788696,0.0472812131047248,0.2539023458957672,0.2226815074682235,0.1201801374554634,0.074622206389904,sap&sap_LP,0.0
LOINC:41925-9,SaO2% Device Class,0.9057342410087584,0.9758298397064208,0.6500725150108337,0.6431485414505005,0.0090548293665051,0.1955092549324035,0.1951010227203369,0.1201608553528785,0.0771123766899108,sap_LP,0.0
LOINC:LP72256-8,Class,0.9758299589157104,0.9758298397064208,0.6431487798690796,0.6431485414505005,0.0090548293665051,0.2029937356710434,0.2118226289749145,0.1647292375564575,0.1251544654369354,sap&sap_LP,0.0
PheCode:312,conduct disorders,0.975642740726471,0.9756428003311156,0.7373652458190918,0.7373649477958679,0.3458569347858429,0.6810489892959595,0.6772874593734741,0.660442054271698,0.6213350296020508,sap&sap_LP&coder&coder_LP&svd&old&old_LP&new&new_LP,0.3
LOCAL|LAB:DOSE,dose,0.9755845069885254,0.9755843281745912,0.6357954740524292,0.6357954740524292,0.0007447887910529,0.2303445786237716,0.2276483178138733,0.2090189903974533,0.1224904656410217,sap&sap_LP,0.0
LOCAL|LAB:RATE,rate,0.9755339026451112,0.975534200668335,0.6171698570251465,0.6171700954437256,0.0123176807537674,0.1791023015975952,0.2001990526914596,0.2209958583116531,0.1326618641614914,sap&sap_LP,0.0
LOINC:LP135635-3,Specimen condition,0.9752874374389648,0.9752871990203856,0.6419150829315186,0.6419147849082947,0.0429163128137588,0.2551964223384857,0.2761860191822052,0.0626850947737693,0.0800758525729179,sap&sap_LP,0.0
LOINC:68959-6,Specimen condition Ur-Imp,0.899222731590271,0.9752871990203856,0.6188333034515381,0.6419147849082947,0.0429163128137588,0.2148499488830566,0.1942987740039825,0.127889946103096,0.1192410886287689,sap_LP,0.0
