name,desc,gpt4
RXNORM:32613,oxaprozin,0.75
RXNORM:819300,golimumab,0.9
PheCode:716.8,palindromic rheumatism,0.75
PheCode:618.6,"vaginal enterocele, congenital or acquired",0.0
PheCode:715.3,spinal enthesopathy,0.3
PheCode:362.5,toxic maculopathy of retina,0.1
RXNORM:10636,tolmetin,0.75
LOINC:LP15023-2,C reactive protein,0.75
LOINC:LP16738-4,Rheumatoid factor,1.0
LOINC:LP39554-8,Reticulin Ab,0.5
LOINC:LP39544-9,Reagin Ab,0.1
LOINC:LP15273-3,Renin,0.1
LOINC:LP37859-3,Cyclic citrullinated peptide Ab,1.0
LOINC:LP37860-1,Cyclic Citrullinated Peptide IgG,1.0
LOINC:LP16409-2,Erythrocyte sedimentation rate,0.5
LOINC:LP158087-9,inFLIXimab Ab,0.9
LOINC:LP17684-9,Rouleaux,0.5
CCS:149,arthroscopy,0.5
LOCAL|LAB:BODY FLUID RF,body fluid rheumatoid factor,1.0
LOCAL|LAB:RA TITER,rheumatoid arthritis titer,1.0
LOCAL|LAB:RF TITER,rheumatoid factor titer,1.0
LOCAL|LAB:RHEUMATOID FACTOR,rheumatoid factor,1.0
LOINC:10331-7,Rh Bld,0.0
LOINC:11572-5,Rheumatoid fact SerPl-aCnc,1.0
LOINC:14159-8,Cortisone SerPl-mCnc,0.5
LOINC:14978-1,cycloSPORINE Bld IA-mCnc,0.5
LOINC:33314-6,RF IgG Ser-aCnc,0.75
LOINC:53828-0,cycloSPORINE Trough Bld-mCnc,0.5
LOINC:6823-9,Rheumatoid fact Snv Ql LA,0.9
LOINC:LP14541-4,Rh,0.0
LOINC:LP31537-1,Rheumatoid factor IgG,1.0
PheCode:274.21,chondrocalcinosis,0.2
PheCode:275.1,disorders of iron metabolism,0.1
PheCode:279.7,other immunological findings,0.5
PheCode:315,develomental delays and disorders,0.0
PheCode:320,meningitis,0.0
PheCode:333,extrapyramidal disease and abnormal movement disorders,0.0
PheCode:333.1,essential tremor,0.0
PheCode:379.1,scleritis and episcleritis,0.75
PheCode:500.1,extrinsic allergic alveolitis,0.1
PheCode:696.41,psoriasis vulgaris,0.2
PheCode:705.3,hidradenitis,0.0
PheCode:705.8,hyperhidrosis,0.1
PheCode:709,diffuse diseases of connective tissue,0.75
PheCode:728,"disorders of muscle, ligament, and fascia",0.2
PheCode:728.7,fasciitis,0.2
PheCode:742,"derangement of joint, non-traumatic",0.5
PheCode:742.9,other derangement of joint,0.5
PheCode:749,congenital anomalies of face and neck,0.0
PheCode:771,musculoskeletal symptoms referable to limbs,0.7
PheCode:771.1,swelling of limb,0.5
PheCode:773,pain in limb,0.5
RXNORM:1191,aspirin,0.25
RXNORM:236077,"cyclosporine, modified",0.75
RXNORM:42892,sodium hyaluronate,0.5
RXNORM:709271,certolizumab pegol,0.9
RXNORM:7975,penicillamine,0.75
ShortName:CCP,cyclic citrullinated peptide antibody,1.0
ShortName:CRP,c-reactive protein,0.75
ShortName:ESR,erythrocyte sedimentation rate,0.75
ShortName:RF,rheumatoid factor,1.0
RXNORM:60207,dorzolamide,0.0
LOINC:6288-5,Yellow Hornet IgE Qn,0.0
LOINC:65771-8,Peanut (nAra h) 3 IgE Qn,0.0
LOINC:LP36909-7,Ethyl glucuronide,0.0
PheCode:750.21,congenital anomalies of intestine,0.0
LOINC:2093-3,Cholest SerPl-mCnc,0.0
LOINC:LP15959-7,Clotting time,0.1
RXNORM:1425099,trametinib,0.0
LOINC:2064-4,Ceruloplasmin SerPl-mCnc,0.1
LOINC:LP286254-0,IgG clearance/Albumin clearance,0.1
LOINC:6237-2,Salmon IgE Qn,0.0
LOINC:LP14597-6,Platelets,0.1
PheCode:599.5,frequency of urination and polyuria,0.1
LOINC:54143-3,G vaginalis DNA Vag Ql Probe+sig amp,0.0
LOINC:LP40013-2,Tissue Transglutaminase IgG,0.1
CCS:109,procedures on the urethra,0.0
CCS:12,other therapeutic endocrine procedures,0.1
PheCode:367.2,astigmatism,0.0
LOINC:LP18888-5,Alpha hydroxyalprazolam,0.0
LOINC:LP21311-3,Indinavir,0.0
RXNORM:1111,arsenic,0.0
LOINC:33980-4,VGCC-P/Q Bind Ab Ser-sCnc,0.1
LOINC:3312-6,Alpraz SerPl-mCnc,0.0
PheCode:433.8,late effects of cerebrovascular disease,0.0
PheCode:290.12,dementia with cerebral degenerations,0.0
CCS:215,other physical therapy and rehabilitation,0.5
RXNORM:84857,anastrozole,0.0
LOINC:7830-3,C burnet Ph2 IgG Ser-aCnc,0.0
LOINC:LP15650-2,Hydroxyproline,0.2
LOINC:32730-4,Beta1 Glob SerPl Elph-mCnc,0.1
LOINC:2666-6,Norepineph Plas-mCnc,0.0
LOINC:LP228620-3,HFE gene mutations tested for,0.1
PheCode:795.8,abnormal tumor markers,0.1
LOINC:30161-4,Citrulline/Creat Ur-Rto,0.75
LOINC:7556-4,Ovalb IgE Qn,0.1
RXNORM:461016,eszopiclone,0.0
LOINC:22191-1,C trach IgG Titr Ser,0.0
CCS:74,"gastrectomy, partial and total",0.05
LOINC:LP14499-5,Follitropin,0.0
PheCode:286.1,congenital coagulation defects,0.0
LOINC:10579-1,WBC # Smn,0.1
LOINC:LP286666-5,N-methylhistamine/Creatinine,0.1
PheCode:690,erythematosquamous dermatosis,0.1
LOINC:LP15428-3,Base deficit,0.0
PheCode:614.5,"inflammatory disease of cervix, vagina, and vulva",0.1
LOINC:33224-7,Fine Gran Casts #/area UrnS HPF,0.0
LOINC:19520-6,LORazepam Ur Ql Scn,0.0
PheCode:528.12,oral aphthae,0.2
LOINC:LP37442-8,Brucella sp IgM,0.0
LOINC:LP16478-7,Leukocyte phosphatase,0.1
LOINC:20440-4,Glucose 1.5h p Glc SerPl-mCnc,0.0
LOINC:LP62821-1,Glomerular filtration rate.predicted among blacks,0.0
LOINC:56540-8,GAD65 Ab Ser IA-aCnc,0.1
PheCode:324,other cns infection and poliomyelitis,0.0
RXNORM:3255,desoximetasone,0.5
PheCode:478,throat pain,0.1
PheCode:512.2,painful respiration,0.1
RXNORM:2582,clindamycin,0.0
LOINC:X1740-0,carbon dioxide (poc) (group:co2-poc),0.1
LOINC:21397-5,Mononuc Cells # Fld Manual,0.1
LOINC:X1671-7,"creatinine, time ur (mg/dl) (group:tu-cre)",0.1
LOINC:35126-2,Hgb O-Arab MFr Bld,0.0
RXNORM:1482790,simeprevir,0.0
LOINC:LP38580-4,Human papilloma virus 16+18+31+33+35+45+51+52+56 DNA,0.0
LOINC:X7176-1,norbuprenorphine-glucuronide (group:norbup-gluc),0.0
LOINC:LP147747-2,Brazil Nut (Bertholletia excelsa) IgE,0.0
LOINC:XC458-0,"tco2, cap, nicu (group:tco2cn)",0.0
LOINC:LP14643-8,Alpha 1 antitrypsin,0.1
LOINC:19928-1,Gas deliv source Respiratory,0.0
LOINC:LP17104-8,dRVVT,0.0
LOINC:LP16098-3,cycloSPORINE,0.75
LOINC:6075-6,C herbarum IgE Qn,0.0
PheCode:871,open wounds of extremities,0.1
LOINC:22080-6,HAdV Ab Titr Ser,0.0
LOINC:2357-2,G6PD RBC-cCnc,0.0
LOINC:33226-2,Coarse Gran Casts #/area UrnS HPF,0.0
CCS:38,other diagnostic procedures on lung and bronchus,0.1
PheCode:747,cardiac and circulatory congenital anomalies,0.1
LOINC:X1604-8,"protein, timed urine (mg/tv) (group:utpmgtv)",0.1
LOINC:3160-9,Specimen vol Smn,0.0
RXNORM:1008340,"docusate / sennosides, USP",0.0
LOINC:11254-0,C pneum Ab Titr Ser,0.0
RXNORM:214599,guaifenesin / pseudoephedrine,0.0
PheCode:647,infectious and parasitic complications affecting pregnancy,0.0
LOINC:LP174025-9,Coagulation factor X activity actual/Normal,0.1
PheCode:743.4,stress fracture,0.1
PheCode:317.11,alcoholic liver damage,0.0
PheCode:729.7,nontraumatic compartment syndrome,0.1
LOINC:LP38345-2,Hepatitis D virus Ab,0.0
LOINC:X1174-2,hct (bg) (group:hct bg),0.1
PheCode:789,nausea and vomiting,0.1
LOINC:20455-2,WBC UrnS Ql Micro,0.0
LOINC:13451-0,Creat Cl Dial fld+SerPl-vRate,0.1
RXNORM:91211,Fat emulsion,0.0
LOINC:LP148152-4,Penicillium notatum IgE,0.0
RXNORM:8691,primidone,0.0
RXNORM:70727,fiber,0.0
LOINC:20993-2,Deprecated C trach rRNA XXX Ql Prb,0.0
LOINC:LP39754-4,Sjogrens syndrome-B extractable nuclear Ab,0.5
LOINC:LP148062-5,Cocksfoot (Dactylis glomerata) IgE,0.0
LOINC:14836-1,Methotrexate,0.75
LOINC:20637-5,Arginine,0.1
LOINC:26707-0,Aluminum,0.0
LOINC:38459-4,Crystals,0.2
LOINC:42177-6,Fc epsilon RI Ab,0.1
LOINC:50670-9,Erythrocyte agglutination,0.2
LOINC:7791-7,Dacrocytes,0.0
LOINC:9404-5,Adenosine deaminase,0.1
PheCode:411.4,coronary atherosclerosis,0.1
PheCode:414.2,ascvd,0.0
PheCode:687.4,disturbance of skin sensation,0.2
PheCode:695.8,other specified erythematous conditions,0.2
PheCode:704.1,alopecia,0.2
PheCode:706,diseases of sebaceous glands,0.0
PheCode:755,congenital anomalies of limbs,0.1
PheCode:760,back pain,0.25
PheCode:835,internal derangement of knee,0.25
PheCode:840,sprains and strains,0.1
PheCode:939,atopic/contact dermatitis due to other or unspecified,0.0
RXNORM:1151,ascorbic acid,0.1
RXNORM:46241,aluminum chloride,0.0
PheCode:315.2,speech and language disorder,0.05
PheCode:755.6,"other congenital anomalies of lower limb, including pelvic girdle",0.1
PheCode:440,atherosclerosis,0.2
PheCode:504,other alveolar and parietoalveolar pneumonopathy,0.2
PheCode:690.1,seborrheic dermatitis,0.0
PheCode:695.7,prurigo and lichen,0.1
PheCode:709.6,other specified diffuse diseases of connective tissue,0.7
RXNORM:121191,rituximab,0.75
PheCode:686.2,impetigo,0.0
PheCode:696.2,parapsoriasis,0.0
RXNORM:10502,thioridazine,0.0
RXNORM:168,acetic acid,0.0
RXNORM:612,aluminum hydroxide,0.0
PheCode:277.1,disorders of porphyrin metabolism,0.0
PheCode:694.3,vascular disorders of skin,0.1
PheCode:695.2,bullous dermatoses,0.1
PheCode:736.2,acquired deformities of finger,0.75
RXNORM:1091,arginine,0.0
RXNORM:1091836,roflumilast,0.0
RXNORM:17609,aluminum acetate,0.1
RXNORM:690419,betamethasone / calcipotriene,0.5
RXNORM:73056,risedronate,0.5
PheCode:736.1,acquired deformities of forearm,0.6
RXNORM:16688,acecarbromal,0.0
RXNORM:2635,coal tar,0.1
RXNORM:1599788,secukinumab,0.0
LOINC:LP38824-6,Legionella pneumophila Ag,0.0
LOINC:LP15416-8,Arginine,0.1
LOINC:LP16800-2,Aluminum,0.0
LOINC:LP16849-9,Crystals,0.2
LOINC:LP38132-4,Fc epsilon RI Ab,0.1
LOINC:LP65598-2,Erythrocyte agglutination,0.2
LOINC:LP17677-3,Dacrocytes,0.0
LOINC:LP15323-6,Adenosine deaminase,0.1
LOINC:22459-2,Reagin Ab,0.1
LOINC:31147-2,Reagin Ab,0.1
LOINC:3520-4,cycloSPORINE,0.75
LOINC:5292-8,Reagin Ab,0.2
Other lab:1200096791,Ribonucleoprotein Antibody,0.5
Other lab:pack52,Immunoglobulin A,0.2
ShortName:HLAB27,human leukocyte antigen b27 ,0.2
RXNORM:710876,BAG,0.0
Other lab:1200008087,C-Reactive Protein,0.75
Other lab:1200113789,Blood Sedimentation Rate,0.5
RXNORM:1301740,INTERDRY AG,0.0
PheCode:965.2,antirheumatics causing adverse effects in therapeutic use,0.75
Other lab:1000014679,SjÃ¶grens Syndrome-Related Antigen A (SS-A),0.5
Other lab:1200094120,Amorphous Crystals Count,0.1
RXNORM:709653,DRAIN,0.0
RXNORM:711445,SYRINGE,0.1
Other lab:1000072265,Ribonucleoprotein Antibody,0.5
RXNORM:1659152,alirocumab,0.0
Other lab:1200142248,Erythrocyte Sedimentation Rate,0.5
RXNORM:693503,PROMOD,0.0
RXNORM:690776,AMERIGEL,0.0
Other lab:1200098691,Anti-Ro/SS-A Antibody,0.25
LOCAL|LAB:AAM29,aam29,0.0
LOCAL|LAB:CRYSTALS,crystals,0.2
LOCAL|LAB:DEVICE,device,0.0
LOCAL|LAB:PAROXYSMAL NOCTURNAL HEMOGLOBI,paroxysmal nocturnal hemoglobinuria,0.0
LOCAL|LAB:RATE,rate,0.0
