0,LOINC:X1671-7,"creatinine, time ur (mg/dl) (group:tu-cre)",0.1
0,LOINC:35126-2,Hgb O-Arab MFr Bld,0.0
0,RXNORM:1482790,simeprevir,0.0
0,LOINC:LP38580-4,Human papilloma virus 16+18+31+33+35+45+51+52+56 DNA,0.0
0,LOINC:X7176-1,norbuprenorphine-glucuronide (group:norbup-gluc),0.0
0,LOINC:LP147747-2,Brazil Nut (Bertholletia excelsa) IgE,0.0
0,LOINC:XC458-0,"tco2, cap, nicu (group:tco2cn)",0.0
0,LOINC:LP14643-8,Alpha 1 antitrypsin,0.1
0,LOINC:19928-1,Gas deliv source Respiratory,0
0,LOINC:LP17104-8,dRVVT,0.0
0,LOINC:LP16098-3,cycloSPORINE,0.75
0,LOINC:6075-6,C herbarum IgE Qn,0.0
0,PheCode:871,open wounds of extremities,0.1
0,LOINC:22080-6,HAdV Ab Titr Ser,0.0
0,LOINC:2357-2,G6PD RBC-cCnc,0.0
0,LOINC:33226-2,Coarse Gran Casts #/area UrnS HPF,0.0
0,CCS:38,other diagnostic procedures on lung and bronchus,0.1
0,PheCode:747,cardiac and circulatory congenital anomalies,0.1
0,LOINC:X1604-8,"protein, timed urine (mg/tv) (group:utpmgtv)",0.1
0,LOINC:3160-9,Specimen vol Smn,0
0,RXNORM:1008340,"docusate / sennosides, USP",0.0
0,LOINC:11254-0,C pneum Ab Titr Ser,0.0
0,RXNORM:214599,guaifenesin / pseudoephedrine,0.0
0,PheCode:647,infectious and parasitic complications affecting pregnancy,0.0
0,LOINC:LP174025-9,Coagulation factor X activity actual/Normal,0.1
0,PheCode:743.4,stress fracture,0.1
0,PheCode:317.11,alcoholic liver damage,0
0,PheCode:729.7,nontraumatic compartment syndrome,0.1
0,LOINC:LP38345-2,Hepatitis D virus Ab,0
0,LOINC:X1174-2,hct (bg) (group:hct bg),0.1
0,PheCode:789,nausea and vomiting,0.1
0,LOINC:20455-2,WBC UrnS Ql Micro,0.0
0,LOINC:13451-0,Creat Cl Dial fld+SerPl-vRate,0.1
0,RXNORM:91211,Fat emulsion,0.0
0,LOINC:LP148152-4,Penicillium notatum IgE,0.0
0,RXNORM:8691,primidone,0.0
0,RXNORM:70727,fiber,0
0,LOINC:20993-2,Deprecated C trach rRNA XXX Ql Prb,0
0,LOINC:LP39754-4,Sjogrens syndrome-B extractable nuclear Ab,0.5
0,LOINC:LP148062-5,Cocksfoot (Dactylis glomerata) IgE,0.0
